month,gross,benchmark,regime,turnover,base_net,overlay_net
2021-05,0.015921617747978935,0.01270016728195733,True,0.6666666666666667,0.015254951081312269,0.015254951081312269
2021-06,-0.027434104140089045,-0.0021518188562313885,True,0.8,-0.028234104140089044,-0.028234104140089044
2021-07,0.058424479439238335,0.022324712278196823,True,0.6333333333333333,0.057791146105905,0.057791146105905
2021-08,-0.044016045131728535,-0.03139020860967309,True,0.6666666666666667,-0.044682711798395204,-0.044682711798395204
2021-09,0.09515005647084648,0.0523936093821956,True,0.5333333333333333,0.09461672313751315,0.09461672313751315
2021-10,-0.02069275677552172,-0.030797973902213588,True,0.6666666666666667,-0.021359423442188386,-0.021359423442188386
2021-11,-0.05464013854913141,0.037773612066522216,True,0.5,-0.05514013854913141,-0.05514013854913141
2021-12,-0.09570726130308915,-0.041323105011315156,True,0.5666666666666667,-0.09627392796975581,-0.09627392796975581
2022-01,0.04106995755583189,0.00408884981073694,True,0.7666666666666666,0.040303290889165226,0.040303290889165226
2022-02,0.07396780777327398,0.046482065830159236,False,0.6666666666666667,0.07330114110660732,0.0
2022-03,-0.053415350783959634,-0.07690028818875329,True,0.4666666666666667,-0.0538820174506263,-0.0538820174506263
2022-04,0.03179641105911022,0.004956818279403611,False,0.5,0.03129641105911022,0.0
2022-05,-0.1524461936095492,-0.08799247878624876,False,0.6666666666666667,-0.15311286027621587,0.0
2022-06,-0.03757383769661342,0.08572610499919299,False,0.8333333333333334,-0.03840717102994675,0.0
2022-07,0.05285614912362212,-0.004157290510771056,False,0.6333333333333333,0.052222815790288785,0.0
2022-08,-0.15011706172031936,-0.08924278130572885,False,0.5333333333333333,-0.15065039505365269,0.0
2022-09,0.12069353396986816,0.07995330010859848,False,0.8333333333333334,0.11986020063653482,0.0
2022-10,-0.017990634896083085,0.07145415320335852,False,0.7,-0.018690634896083084,0.0
2022-11,-0.02189051905442727,-0.044051096712844406,True,0.6333333333333333,-0.022523852387760602,-0.022523852387760602
2022-12,0.08326370152093358,0.11033368171483424,True,0.6333333333333333,0.08263036818760025,0.08263036818760025
2023-01,-0.037959044667327115,-0.02400398215078296,True,0.8,-0.03875904466732712,-0.03875904466732712
2023-02,-0.009199461160536822,-0.01970644293538607,True,0.6333333333333333,-0.009832794493870155,-0.009832794493870155
2023-03,-0.06063565773311615,-0.01651149432805766,True,0.6333333333333333,-0.06126899106644948,-0.06126899106644948
2023-04,0.08764281509920323,-0.007967496264565884,True,0.5333333333333333,0.0871094817658699,0.0871094817658699
2023-05,0.09250981757769236,0.07999999056620637,False,0.6333333333333333,0.09187648424435903,0.0
2023-06,0.11192526715668803,0.04651269964737,True,0.5666666666666667,0.11135860049002136,0.11135860049002136
2023-07,-0.0837965932453068,-0.02901445296127962,True,0.5,-0.0842965932453068,-0.0842965932453068
2023-08,-0.09534024584784352,-0.058724514106429246,True,0.5666666666666667,-0.0959069125145102,-0.0959069125145102
2023-09,-0.10156461552723046,-0.052371978689014664,True,0.4,-0.10196461552723046,-0.10196461552723046
2023-10,0.05250001523881746,0.10199728902896567,False,0.6666666666666667,0.05183334857215079,0.0
2023-11,0.07956967574195492,0.07278905743545039,True,0.7666666666666666,0.07880300907528826,0.07880300907528826
2023-12,-0.12604017263270778,-0.013423044527233127,True,0.7,-0.1267401726327078,-0.1267401726327078
2024-01,0.22802753505262682,0.05966484408084779,True,0.4666666666666667,0.22756086838596015,0.22756086838596015
2024-02,0.09724364607092006,0.03877135389734074,True,0.5666666666666667,0.0966769794042534,0.0966769794042534
2024-03,-0.06105757560498533,-0.02621037213954688,True,0.3666666666666667,-0.061424242271651996,-0.061424242271651996
2024-04,0.17207295489815758,0.03686969082234494,True,0.43333333333333335,0.17163962156482424,0.17163962156482424
2024-05,-0.03498533260838598,-0.007291545888032409,True,0.6333333333333333,-0.035618665941719314,-0.035618665941719314
2024-06,-0.0058434847120436935,0.03337672407188905,True,0.5,-0.006343484712043693,-0.006343484712043693
2024-07,-0.012203271791850956,0.014690546167208558,True,0.3666666666666667,-0.012569938458517622,-0.012569938458517622
2024-08,0.06586991294874486,0.024158342339590234,True,0.6333333333333333,0.06523657961541153,0.06523657961541153
2024-09,0.018838755244186343,0.013406339617653591,True,0.6666666666666667,0.018172088577519677,0.018172088577519677
2024-10,0.36782232770325246,0.07493981702288195,True,0.6666666666666667,0.3671556610365858,0.3671556610365858
2024-11,0.0676679173428682,-0.05259794269464791,True,0.4666666666666667,0.06720125067620153,0.06720125067620153
2024-12,0.030475804677470925,0.03731592055418871,True,0.3666666666666667,0.030109138010804257,0.030109138010804257
2025-01,-0.23030899345780645,-0.041630161165099586,True,0.2666666666666667,-0.23057566012447311,-0.23057566012447311
2025-02,-0.07328363585630003,-0.0392767183263353,True,0.6666666666666667,-0.0739503025229667,-0.0739503025229667
2025-03,-0.04185644286350907,-0.00786125981862155,False,0.7333333333333334,-0.042589776196842406,0.0
2025-04,0.0220055155511903,0.05743020199295449,False,0.6333333333333333,0.02137218221785697,0.0
2025-05,0.0765864293514544,0.05518438736367955,False,0.8333333333333334,0.07575309601812107,0.0
2025-06,0.0861349910754745,0.031910873715373454,True,0.6666666666666667,0.08546832440880783,0.08546832440880783
2025-07,0.07417936352627642,0.04364022797552375,True,0.4,0.07377936352627643,0.07377936352627643
2025-08,0.21242553218248317,0.03124778056372484,True,0.43333333333333335,0.21199219884914983,0.21199219884914983
2025-09,0.1545967228642033,0.017237823683337823,True,0.3666666666666667,0.15423005619753666,0.15423005619753666
2025-10,-0.049209425280471814,0.00874021481721737,True,0.3666666666666667,-0.04957609194713848,-0.04957609194713848
2025-11,0.058760466248597536,0.014366626964013331,True,0.43333333333333335,0.0583271329152642,0.0583271329152642
2025-12,0.15727810882729323,0.044605116904011775,True,0.5333333333333333,0.1567447754939599,0.1567447754939599
2026-01,0.11200941568218369,0.010533580691776175,True,0.4666666666666667,0.11154274901551701,0.11154274901551701
2026-02,-0.15309292659929544,-0.0793791866972995,True,0.4666666666666667,-0.1535595932659621,-0.1535595932659621
2026-03,0.10707234205409864,0.08083383729829927,True,0.6666666666666667,0.10640567538743198,0.10640567538743198
2026-04,0.18825441217485736,0.04336962983368389,True,0.6666666666666667,0.18758774550819068,0.18758774550819068
2026-05,0.015039718299810071,0.010343549379090381,True,0.6666666666666667,0.014373051633143405,0.014373051633143405
2026-06,-0.2381382012853533,0.006508308066550167,True,0.4,-0.2385382012853533,-0.2385382012853533
