series,annualized_return,annualized_volatility,sharpe_zero_rf,sortino_zero_rf,max_drawdown,worst_month,best_month,negative_months,months
gross,0.27293018386784595,0.3855196336067286,0.7079540445565583,1.2464669905396635,-0.40570383088985196,-0.2597092706011769,0.4292360876704865,46,123
net_10bps,0.2643088255835002,0.38544208338058134,0.6857290290290501,1.1937709493683517,-0.41891860197509534,-0.2601092706011769,0.4286360876704865,48,123
net_30bps,0.24722551321561248,0.3852888936867621,0.6416627036662146,1.1192296244792383,-0.44449825747672755,-0.26090927060117686,0.42743608767048646,48,123
net_50bps,0.23035276633217383,0.3851382541990066,0.5981040933242304,1.0452732240573146,-0.46898395583553343,-0.2617092706011769,0.4262360876704865,48,123
benchmark,0.21621746902185013,0.19546528803095756,1.106168114041844,1.714390360551874,-0.24077714563960317,-0.17752732497720958,0.30468728211014,38,123
